EI	EL	assocID	chemsIncludedInEvidenceBySource	diseaseClasses_DO	diseaseClasses_HPO	diseaseClasses_MSH	diseaseClasses_UMLS_ST	diseaseName	diseaseType	diseaseUMLSCUI	diseaseVocabularies	disease_inheritance	disease_prevalence_class	disease_prevalence_geo_area	disease_prevalence_type	geneDPI	geneDSI	geneEnsemblIDs	geneNcbiID	geneNcbiType	geneProteinClassIDs	geneProteinClassNames	geneProteinStrIDs	genepLI	numCTsupportingAssociation	numChemsIncludedInEvidences	numPMIDSWithChemsIncludedInEvidences	numPMIDs	numberChemsFiltered	numberPmidsWithChemsFiltered	score	symbolOfGene	yearFinal	yearInitial
"0.9361702127659575"	""	"5323205"	"[]"	"[disease of anatomical entity (7)]"	"[Abnormality of the respiratory system (02086), Abnormality of the immune system (02715)]"	"[Immune System Diseases (C20), Respiratory Tract Diseases (C08)]"	"[Disease or Syndrome (T047)]"	"Asthma"	"[disease]"	"C0004096"	"[ICD10_J45, MESH_D001249, ICD10_J45.9, HPO_HP:0002099, NCI_C28397, ICD9CM_493, ICD9CM_493.9, DO_9360, DO_9415, DO_2841, MONDO_0004979, UMLS_C0004096]"	""	""	""	""	"1.0"	"0.267"	"[ENSG00000125538]"	"3553"	"protein-coding"	"[]"	"[]"	"[P01584]"	"0.48761"	"17"	""	""	"1"	""	""	"1.0"	"IL1B"	"1997"	"1997"
"0.8938053097345132"	""	"60199374"	"[]"	"[disease by infectious agent (0050117)]"	"[]"	"[Infections (C01), Pathological Conditions, Signs and Symptoms (C23)]"	"[Disease or Syndrome (T047)]"	"Sepsis"	"[disease]"	"C0243026"	"[MESH_D018805, ICD9CM_995.91, DO_0040085, MONDO_0005229, EFO_0003033, UMLS_C0243026]"	""	""	""	""	"1.0"	"0.267"	"[ENSG00000125538]"	"3553"	"protein-coding"	"[]"	"[]"	"[P01584]"	"0.48761"	"38"	""	""	"1"	""	""	"1.0"	"IL1B"	"2020"	"2020"
"0.8454106280193237"	""	"5110921"	"[]"	"[genetic disease (630), disease of anatomical entity (7)]"	"[Abnormality of the nervous system (00707)]"	"[Mental Disorders (F03), Nervous System Diseases (C10)]"	"[Disease or Syndrome (T047)]"	"Alzheimer's Disease"	"[disease]"	"C0002395"	"[MESH_D000544, ICD10_G30, ICD10_G30.9, NCI_C2866, OMIM_104300, ICD9CM_331.0, OMIM_516000, HPO_HP:0002511, DO_10652, DO_11870, DO_0110035, DO_0110037, DO_0110038, DO_0110039, DO_0110041, DO_0110043, DO_0110044, DO_0110045, DO_0110046, DO_0110047, DO_0110048, MONDO_0007089, MONDO_0011401, MONDO_0012321, MONDO_0011561, MONDO_0012344, MONDO_0004975, MONDO_0011194, MONDO_0011647, MONDO_0012609, MONDO_0012630, MONDO_0012631, MONDO_0011777, UMLS_C0002395]"	""	""	""	""	"1.0"	"0.267"	"[ENSG00000125538]"	"3553"	"protein-coding"	"[]"	"[]"	"[P01584]"	"0.48761"	"31"	""	""	"1"	""	""	"1.0"	"IL1B"	"2008"	"2008"
"0.8725868725868726"	""	"25137118"	"[]"	"[disease by infectious agent (0050117)]"	"[]"	"[Infections (C01), Immune System Diseases (C20), Urogenital Diseases (C12)]"	"[Disease or Syndrome (T047)]"	"HIV Infections"	"[disease]"	"C0019693"	"[MESH_D015658, ICD10_B20-B24.9, ICD10_B24, ICD9CM_042, NCI_C3108, ICD9CM_042-042.99, DO_526, DO_635, MONDO_0005109, EFO_0000764, UMLS_C0019693]"	""	""	""	""	"0.913"	"0.391"	"[ENSG00000160791]"	"1234"	"protein-coding"	"[DTO_02300001]"	"[G-protein coupled receptor]"	"[P51681]"	"0.18153"	"21"	""	""	"0"	""	""	"1.0"	"CCR5"	""	""
"0.8618421052631579"	""	"30361212"	"[]"	"[disease of cellular proliferation (14566), disease of anatomical entity (7)]"	"[Abnormality of the digestive system (25031), Neoplasm (02664)]"	"[Neoplasms (C04), Digestive System Diseases (C06)]"	"[Neoplastic Process (T191)]"	"Malignant neoplasm of stomach"	"[disease]"	"C0024623"	"[ICD10_C16, ICD10_C16.9, MESH_D013274, ICD9CM_151.9, OMIM_613659, HPO_HP:0012126, NCI_C9331, ICD9CM_151, ORDO_63443, DO_10534, MONDO_0001056, MONDO_0021085, EFO_0000178, EFO_0003897, UMLS_C0024623]"	""	""	""	""	"1.0"	"0.267"	"[ENSG00000125538]"	"3553"	"protein-coding"	"[]"	"[]"	"[P01584]"	"0.48761"	"0"	""	""	"0"	""	""	"1.0"	"IL1B"	""	""
"0.9084249084249084"	""	"15447608"	"[]"	"[disease of metabolism (0014667), genetic disease (630)]"	"[Abnormality of the endocrine system (00818), Abnormality of metabolism/homeostasis (01939)]"	"[Endocrine System Diseases (C19), Nutritional and Metabolic Diseases (C18)]"	"[Disease or Syndrome (T047)]"	"Diabetes Mellitus, Non-Insulin-Dependent"	"[disease]"	"C0011860"	"[MESH_D003924, ICD10_E11, OMIM_125853, NCI_C26747, OMIM_600509, OMIM_147545, HPO_HP:0005978, OMIM_138079, OMIM_147670, OMIM_167413, OMIM_600281, OMIM_189907, OMIM_138430, OMIM_164731, OMIM_601724, DO_9352, MONDO_0005148, UMLS_C0011860]"	""	""	""	""	"1.0"	"0.267"	"[ENSG00000125538]"	"3553"	"protein-coding"	"[]"	"[]"	"[P01584]"	"0.48761"	"83"	""	""	"0"	""	""	"1.0"	"IL1B"	""	""
"0.9313725490196079"	""	"15292845"	"[]"	"[]"	"[Abnormality of the nervous system (00707)]"	"[Mental Disorders (F03)]"	"[Mental or Behavioral Dysfunction (T048)]"	"Depressive disorder"	"[disease]"	"C0011581"	"[MESH_D003866, HPO_HP:0000716, DO_4964, DO_1595, DO_12139, MONDO_0001442, MONDO_0002050, EFO_0004257, EFO_0008623, EFO_1002014, UMLS_C0011581]"	""	""	""	""	"1.0"	"0.267"	"[ENSG00000125538]"	"3553"	"protein-coding"	"[]"	"[]"	"[P01584]"	"0.48761"	"59"	""	""	"4"	""	""	"0.95"	"IL1B"	"2015"	"2014"
"0.96"	""	"70318963"	"[]"	"[disease of metabolism (0014667), disease of anatomical entity (7), genetic disease (630)]"	"[]"	"[Digestive System Diseases (C06)]"	"[Disease or Syndrome (T047)]"	"Non-alcoholic Fatty Liver Disease"	"[disease]"	"C0400966"	"[NCI_C84444, MESH_D065626, DO_0080208, MONDO_0013209, EFO_0003095, EFO_1001248, UMLS_C0400966]"	""	""	""	""	"1.0"	"0.267"	"[ENSG00000125538]"	"3553"	"protein-coding"	"[]"	"[]"	"[P01584]"	"0.48761"	"32"	""	""	"1"	""	""	"0.95"	"IL1B"	"2021"	"2021"
"0.8125"	""	"25171014"	"[]"	"[]"	"[Abnormality of the nervous system (00707)]"	"[Nervous System Diseases (C10), Pathological Conditions, Signs and Symptoms (C23)]"	"[Sign or Symptom (T184)]"	"Hyperalgesia"	"[phenotype]"	"C0020429"	"[MESH_D006930, HPO_HP:0012534, NCI_C34703, UMLS_C0020429]"	""	""	""	""	"1.0"	"0.267"	"[ENSG00000125538]"	"3553"	"protein-coding"	"[]"	"[]"	"[P01584]"	"0.48761"	"2"	""	""	"6"	""	""	"0.9"	"IL1B"	"2016"	"1995"
"1.0"	"Supportive"	"10213666"	"[]"	"[disease of anatomical entity (7), disease by infectious agent (0050117)]"	"[Abnormality of the integument (01574), Abnormality of the immune system (02715)]"	"[Infections (C01), Pathological Conditions, Signs and Symptoms (C23), Skin and Connective Tissue Diseases (C17)]"	"[Disease or Syndrome (T047)]"	"Candidiasis, Chronic Mucocutaneous"	"[disease]"	"C0006845"	"[MESH_D002178, HPO_HP:0002728, NCI_C34444, ORDO_1334, DO_2058, MONDO_0015279, UMLS_C0006845]"	"Autosomal dominant,Autosomal recessive"	""	""	""	"0.913"	"0.483"	"[ENSG00000177663]"	"23765"	"protein-coding"	"[]"	"[]"	"[Q96F46]"	"5.3808E-9"	"0"	""	""	"5"	""	""	"0.9"	"IL17RA"	"2016"	"2006"
"0.859375"	""	"20166059"	"[]"	"[]"	"[Abnormality of metabolism/homeostasis (01939)]"	"[Pathological Conditions, Signs and Symptoms (C23)]"	"[Sign or Symptom (T184)]"	"Fever"	"[phenotype]"	"C0015967"	"[MESH_D005334, ICD10_R50.9, ICD9CM_780.60, HPO_HP:0001945, NCI_C3038, UMLS_C0015967]"	""	""	""	""	"1.0"	"0.267"	"[ENSG00000125538]"	"3553"	"protein-coding"	"[]"	"[]"	"[P01584]"	"0.48761"	"6"	""	""	"5"	""	""	"0.9"	"IL1B"	"2014"	"1999"
"0.7073170731707317"	""	"25238812"	"[]"	"[disease of anatomical entity (7)]"	"[Abnormality of the cardiovascular system (01626)]"	"[Cardiovascular Diseases (C14)]"	"[Disease or Syndrome (T047)]"	"Hypertensive disease"	"[disease]"	"C0020538"	"[MESH_D006973, ICD10_I10-I15.9, ICD9CM_997.91, NCI_C3117, HPO_HP:0000822, ICD9CM_401-405.99, DO_10825, DO_10763, MONDO_0005044, EFO_0000537, EFO_0002200, UMLS_C0020538]"	""	""	""	""	"1.0"	"0.267"	"[ENSG00000125538]"	"3553"	"protein-coding"	"[]"	"[]"	"[P01584]"	"0.48761"	"18"	""	""	"5"	""	""	"0.9"	"IL1B"	"2020"	"2016"
"0.9361702127659575"	""	"15278131"	"[]"	"[disease of mental health (150)]"	"[]"	"[Behavior and Behavior Mechanisms (F01)]"	"[Mental or Behavioral Dysfunction (T048)]"	"Mental Depression"	"[disease]"	"C0011570"	"[MESH_D003863, NCI_C2982, DO_1470, DO_1596, MONDO_0002050, UMLS_C0011570]"	""	""	""	""	"1.0"	"0.267"	"[ENSG00000125538]"	"3553"	"protein-coding"	"[]"	"[]"	"[P01584]"	"0.48761"	"76"	""	""	"4"	""	""	"0.9"	"IL1B"	"2015"	"2014"
"0.9078947368421053"	""	"15066542"	"[]"	"[disease of anatomical entity (7)]"	"[Abnormality of the digestive system (25031), Abnormality of the immune system (02715)]"	"[Digestive System Diseases (C06)]"	"[Disease or Syndrome (T047)]"	"Ulcerative Colitis"	"[disease]"	"C0009324"	"[ICD10_K51, MESH_D003093, ICD10_K51.9, OMIM_266600, ICD9CM_556.9, HPO_HP:0100279, NCI_C2952, ICD9CM_556, DO_8577, MONDO_0005101, EFO_0000729, UMLS_C0009324]"	""	""	""	""	"1.0"	"0.267"	"[ENSG00000125538]"	"3553"	"protein-coding"	"[]"	"[]"	"[P01584]"	"0.48761"	"8"	""	""	"4"	""	""	"0.9"	"IL1B"	"2012"	"2002"
"0.9090909090909091"	""	"35153983"	"[]"	"[disease of anatomical entity (7)]"	"[Abnormality of the cardiovascular system (01626)]"	"[Cardiovascular Diseases (C14), Pathological Conditions, Signs and Symptoms (C23)]"	"[Disease or Syndrome (T047)]"	"Myocardial Infarction"	"[disease]"	"C0027051"	"[MESH_D009203, NCI_C27996, HPO_HP:0001658, DO_11847, DO_9408, DO_5844, DO_5854, MONDO_0005068, EFO_0000612, EFO_1000883, UMLS_C0027051]"	""	""	""	""	"1.0"	"0.267"	"[ENSG00000125538]"	"3553"	"protein-coding"	"[]"	"[]"	"[P01584]"	"0.48761"	"18"	""	""	"3"	""	""	"0.9"	"IL1B"	"2006"	"2002"
"0.835820895522388"	""	"35098930"	"[]"	"[disease of anatomical entity (7)]"	"[]"	"[Immune System Diseases (C20), Nervous System Diseases (C10)]"	"[Disease or Syndrome (T047)]"	"Multiple Sclerosis"	"[disease]"	"C0026769"	"[MESH_D009103, ICD10_G35, ICD9CM_340, NCI_C3243, ORDO_802, DO_2377, MONDO_0005301, EFO_0803536, UMLS_C0026769]"	""	""	""	""	"1.0"	"0.267"	"[ENSG00000125538]"	"3553"	"protein-coding"	"[]"	"[]"	"[P01584]"	"0.48761"	"20"	""	""	"2"	""	""	"0.9"	"IL1B"	"2015"	"2004"
"0.9166666666666666"	""	"15057598"	"[]"	"[disease of anatomical entity (7)]"	"[Abnormality of the digestive system (25031), Abnormality of the immune system (02715)]"	"[Digestive System Diseases (C06)]"	"[Disease or Syndrome (T047)]"	"Colitis"	"[disease]"	"C0009319"	"[MESH_D003092, HPO_HP:0002583, NCI_C26723, DO_0060180, DO_0060189, DO_0060190, DO_2326, MONDO_0005292, MONDO_0005534, EFO_0003872, EFO_0005624, UMLS_C0009319]"	""	""	""	""	"1.0"	"0.267"	"[ENSG00000125538]"	"3553"	"protein-coding"	"[]"	"[]"	"[P01584]"	"0.48761"	"9"	""	""	"2"	""	""	"0.9"	"IL1B"	"2014"	"2013"
"0.9"	""	"5213991"	"[]"	"[]"	"[Abnormality of the digestive system (25031), Abnormality of the nervous system (00707)]"	"[Pathological Conditions, Signs and Symptoms (C23)]"	"[Disease or Syndrome (T047)]"	"Anorexia"	"[disease]"	"C0003123"	"[ICD10_R63.0, MESH_D000855, ICD9CM_783.0, HPO_HP:0002039, NCI_C2875, UMLS_C0003123]"	""	""	""	""	"1.0"	"0.267"	"[ENSG00000125538]"	"3553"	"protein-coding"	"[]"	"[]"	"[P01584]"	"0.48761"	"4"	""	""	"2"	""	""	"0.9"	"IL1B"	"2014"	"2002"
"0.9090909090909091"	""	"60324118"	"[]"	"[]"	"[]"	"[Nervous System Diseases (C10)]"	"[Injury or Poisoning (T037)]"	"Brain Injuries"	"[disease]"	"C0270611"	"[MESH_D001930, NCI_C50440, DO_936, MONDO_0043510, UMLS_C0270611]"	""	""	""	""	"1.0"	"0.267"	"[ENSG00000125538]"	"3553"	"protein-coding"	"[]"	"[]"	"[P01584]"	"0.48761"	"12"	""	""	"2"	""	""	"0.9"	"IL1B"	"2011"	"2009"
"1.0"	""	"40221250"	"[]"	"[disease of anatomical entity (7)]"	"[Abnormality of the respiratory system (02086)]"	"[Respiratory Tract Diseases (C08), Pathological Conditions, Signs and Symptoms (C23)]"	"[Disease or Syndrome (T047)]"	"Pulmonary Fibrosis"	"[disease]"	"C0034069"	"[MESH_D011658, HPO_HP:0002206, NCI_C26869, DO_3770, MONDO_0002771, EFO_0009448, UMLS_C0034069]"	""	""	""	""	"1.0"	"0.267"	"[ENSG00000125538]"	"3553"	"protein-coding"	"[]"	"[]"	"[P01584]"	"0.48761"	"6"	""	""	"2"	""	""	"0.9"	"IL1B"	"2013"	"2007"
"1.0"	"Supportive"	"10213634"	"[]"	"[disease of anatomical entity (7), disease by infectious agent (0050117)]"	"[Abnormality of the integument (01574), Abnormality of the immune system (02715)]"	"[Infections (C01), Pathological Conditions, Signs and Symptoms (C23), Skin and Connective Tissue Diseases (C17)]"	"[Disease or Syndrome (T047)]"	"Candidiasis, Chronic Mucocutaneous"	"[disease]"	"C0006845"	"[MESH_D002178, HPO_HP:0002728, NCI_C34444, ORDO_1334, DO_2058, MONDO_0015279, UMLS_C0006845]"	"Autosomal dominant,Autosomal recessive"	""	""	""	"0.913"	"0.459"	"[ENSG00000112116]"	"112744"	"protein-coding"	"[]"	"[]"	"[Q96PD4]"	"0.0043536"	"0"	""	""	"1"	""	""	"0.9"	"IL17F"	"2011"	"2011"
"0.9545454545454546"	""	"25221293"	"[]"	"[disease of anatomical entity (7)]"	"[Abnormality of the immune system (02715)]"	"[Immune System Diseases (C20)]"	"[Pathologic Function (T046)]"	"Hypersensitivity"	"[phenotype]"	"C0020517"	"[MESH_D006967, ICD10_T78.4, HPO_HP:0012393, NCI_C3114, DO_1205, MONDO_0005271, MONDO_0000605, EFO_1002003, UMLS_C0020517]"	""	""	""	""	"1.0"	"0.267"	"[ENSG00000125538]"	"3553"	"protein-coding"	"[]"	"[]"	"[P01584]"	"0.48761"	"15"	""	""	"1"	""	""	"0.9"	"IL1B"	"2011"	"2011"
"0.8392857142857143"	""	"40122331"	"[]"	"[disease of anatomical entity (7)]"	"[Abnormality of the respiratory system (02086), Abnormality of the immune system (02715)]"	"[Infections (C01), Respiratory Tract Diseases (C08)]"	"[Disease or Syndrome (T047)]"	"Pneumonia"	"[disease]"	"C0032285"	"[MESH_D011014, ICD10_J18.9, HPO_HP:0002090, NCI_C3333, DO_552, MONDO_0005249, EFO_0003106, UMLS_C0032285]"	""	""	""	""	"1.0"	"0.267"	"[ENSG00000125538]"	"3553"	"protein-coding"	"[]"	"[]"	"[P01584]"	"0.48761"	"24"	""	""	"1"	""	""	"0.9"	"IL1B"	"2011"	"2011"
"1.0"	""	"10203093"	"[]"	"[disease of anatomical entity (7)]"	"[]"	"[Respiratory Tract Diseases (C08), Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)]"	"[Disease or Syndrome (T047)]"	"Bronchopulmonary Dysplasia"	"[disease]"	"C0006287"	"[MESH_D001997, NCI_C90599, ORDO_70589, DO_11650, MONDO_0019091, UMLS_C0006287]"	"Not applicable"	"1-5 / 10 000"	"Europe"	"Point prevalence"	"1.0"	"0.267"	"[ENSG00000125538]"	"3553"	"protein-coding"	"[]"	"[]"	"[P01584]"	"0.48761"	"8"	""	""	"1"	""	""	"0.9"	"IL1B"	"2006"	"2006"
"0.9047619047619048"	""	"60181913"	"[]"	"[]"	"[]"	"[Respiratory Tract Diseases (C08)]"	"[Injury or Poisoning (T037)]"	"Acute Lung Injury"	"[disease]"	"C0242488"	"[MESH_D055371, NCI_C155766, ORDO_178320, MONDO_0015796, EFO_0004610, UMLS_C0242488]"	"Not applicable"	"1-5 / 10 000"	"Europe"	"Point prevalence"	"1.0"	"0.267"	"[ENSG00000125538]"	"3553"	"protein-coding"	"[]"	"[]"	"[P01584]"	"0.48761"	"40"	""	""	"1"	""	""	"0.9"	"IL1B"	"2020"	"2020"
"0.9274193548387096"	""	"10123207"	"[]"	"[disease of anatomical entity (7), disease of cellular proliferation (14566)]"	"[]"	"[Neoplasms (C04), Skin and Connective Tissue Diseases (C17)]"	"[Neoplastic Process (T191)]"	"Malignant neoplasm of breast"	"[disease]"	"C0006142"	"[MESH_D001943, ICD10_C50, ICD10_C50-C50.9, ICD10_C50.9, OMIM_114480, NCI_C9335, DO_3459, DO_1612, MONDO_0016419, MONDO_0007254, MONDO_0021100, EFO_0000305, EFO_0003869, UMLS_C0006142]"	""	""	""	""	"1.0"	"0.267"	"[ENSG00000125538]"	"3553"	"protein-coding"	"[]"	"[]"	"[P01584]"	"0.48761"	"0"	""	""	"0"	""	""	"0.9"	"IL1B"	""	""
"0.863013698630137"	""	"30252177"	"[]"	"[disease of anatomical entity (7)]"	"[Abnormality of the respiratory system (02086)]"	"[Pathological Conditions, Signs and Symptoms (C23), Respiratory Tract Diseases (C08)]"	"[Disease or Syndrome (T047)]"	"Chronic Obstructive Airway Disease"	"[disease]"	"C0024117"	"[MESH_D029424, ICD10_J44.9, NCI_C3199, OMIM_606963, HPO_HP:0006510, DO_3083, MONDO_0005002, EFO_0000341, UMLS_C0024117]"	""	""	""	""	"1.0"	"0.267"	"[ENSG00000125538]"	"3553"	"protein-coding"	"[]"	"[]"	"[P01584]"	"0.48761"	"35"	""	""	"0"	""	""	"0.9"	"IL1B"	""	""
"0.9375"	""	"40300980"	"[]"	"[disease of anatomical entity (7), disease by infectious agent (0050117), disease of cellular proliferation (14566)]"	"[Neoplasm (02664), Abnormality of the integument (01574)]"	"[Infections (C01), Neoplasms (C04)]"	"[Neoplastic Process (T191)]"	"Kaposi Sarcoma"	"[disease]"	"C0036220"	"[MESH_D012514, ICD10_C46, ICD10_C46.9, NCI_C9087, ICD9CM_176.9, HPO_HP:0100726, ICD9CM_176, ORDO_33276, DO_8632, MONDO_0005055, EFO_0000558, UMLS_C0036220]"	"Not applicable"	"1-9 / 1 000 000,1-9 / 100 000,1-9 / 100 000,<1 / 1 000 000,<1 / 1 000 000,<1 / 1 000 000,<1 / 1 000 000,<1 / 1 000 000,<1 / 1 000 000,<1 / 1 000 000,<1 / 1 000 000,<1 / 1 000 000,<1 / 1 000 000,<1 / 1 000 000,1-9 / 1 000 000,1-9 / 1 000 000,1-9 / 1 000 000,1-9 / 1 000 000,1-9 / 1 000 000,1-9 / 1 000 000,1-9 / 1 000 000,1-9 / 1 000 000,1-9 / 1 000 000,1-9 / 1 000 000,1-9 / 100 000,1-9 / 100 000"	"Europe,Europe,Europe,Austria,Belgium,Bulgaria,Czech Republic,Estonia,Finland,Germany,Norway,Poland,Slovakia,Slovenia,Croatia,Ireland,Latvia,Lithuania,Malta,Portugal,Spain,Switzerland,Netherlands,United Kingdom,Iceland,Italy"	"Annual incidence,Point prevalence,Lifetime Prevalence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence"	"1.0"	"0.232"	"[ENSG00000136244]"	"3569"	"protein-coding"	"[]"	"[]"	"[P05231]"	"0.19935"	"2"	""	""	"13"	""	""	"1.0"	"IL6"	"2007"	"1998"
"0.9"	""	"15278718"	"[]"	"[disease of mental health (150)]"	"[]"	"[Behavior and Behavior Mechanisms (F01)]"	"[Mental or Behavioral Dysfunction (T048)]"	"Mental Depression"	"[disease]"	"C0011570"	"[MESH_D003863, NCI_C2982, DO_1470, DO_1596, MONDO_0002050, UMLS_C0011570]"	""	""	""	""	"1.0"	"0.232"	"[ENSG00000136244]"	"3569"	"protein-coding"	"[]"	"[]"	"[P05231]"	"0.19935"	"177"	""	""	"5"	""	""	"1.0"	"IL6"	"2015"	"2009"
"0.831081081081081"	""	"25239082"	"[]"	"[disease of anatomical entity (7)]"	"[Abnormality of the cardiovascular system (01626)]"	"[Cardiovascular Diseases (C14)]"	"[Disease or Syndrome (T047)]"	"Hypertensive disease"	"[disease]"	"C0020538"	"[MESH_D006973, ICD10_I10-I15.9, ICD9CM_997.91, NCI_C3117, HPO_HP:0000822, ICD9CM_401-405.99, DO_10825, DO_10763, MONDO_0005044, EFO_0000537, EFO_0002200, UMLS_C0020538]"	""	""	""	""	"1.0"	"0.232"	"[ENSG00000136244]"	"3569"	"protein-coding"	"[]"	"[]"	"[P05231]"	"0.19935"	"69"	""	""	"5"	""	""	"1.0"	"IL6"	"2020"	"2016"
"0.9288135593220339"	""	"100212112"	"[]"	"[disease of anatomical entity (7), disease of cellular proliferation (14566)]"	"[Neoplasm (02664), Abnormality of the digestive system (25031)]"	"[Digestive System Diseases (C06), Neoplasms (C04)]"	"[Neoplastic Process (T191)]"	"Liver carcinoma"	"[disease]"	"C2239176"	"[ICD10_C22.0, MESH_D006528, OMIM_114550, NCI_C3099, HPO_HP:0001402, ORDO_88673, DO_3571, DO_684, MONDO_0007256, EFO_0000182, EFO_0000762, EFO_1000256, UMLS_C2239176]"	"Not applicable"	"1-9 / 100 000,1-5 / 10 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-5 / 10 000,1-9 / 100 000,1-9 / 100 000,1-5 / 10 000,1-5 / 10 000,1-5 / 10 000,1-5 / 10 000,6-9 / 10 000,1-5 / 10 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 1 000 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000"	"United States,Europe,France,United Kingdom,Germany,Spain,Italy,Greece,Canada,Oceania,Latin America,China,Japan,Korea, Republic of,Mongolia,Africa,Europe,Austria,Belgium,Bulgaria,Croatia,Czech Republic,Estonia,Finland,Iceland,Ireland,Latvia,Lithuania,Norway,Poland,Portugal,Slovakia,Switzerland,Netherlands"	"Annual incidence,Point prevalence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence"	"1.0"	"0.232"	"[ENSG00000136244]"	"3569"	"protein-coding"	"[]"	"[]"	"[P05231]"	"0.19935"	"29"	""	""	"4"	""	""	"1.0"	"IL6"	"2016"	"2007"
"0.9467353951890034"	""	"115181272"	"[]"	"[disease by infectious agent (0050117)]"	"[]"	"[Infections (C01), Respiratory Tract Diseases (C08)]"	"[Disease or Syndrome (T047)]"	"COVID-19 Virus Disease"	"[disease]"	"C5203670"	"[MESH_D000086382, NCI_C171133, DO_0080600, MONDO_0100096, UMLS_C5203670]"	""	""	""	""	"1.0"	"0.232"	"[ENSG00000136244]"	"3569"	"protein-coding"	"[]"	"[]"	"[P05231]"	"0.19935"	"442"	""	""	"4"	""	""	"1.0"	"IL6"	"2020"	"2020"
"0.8633093525179856"	""	"20166285"	"[]"	"[]"	"[Abnormality of metabolism/homeostasis (01939)]"	"[Pathological Conditions, Signs and Symptoms (C23)]"	"[Sign or Symptom (T184)]"	"Fever"	"[phenotype]"	"C0015967"	"[MESH_D005334, ICD10_R50.9, ICD9CM_780.60, HPO_HP:0001945, NCI_C3038, UMLS_C0015967]"	""	""	""	""	"1.0"	"0.232"	"[ENSG00000136244]"	"3569"	"protein-coding"	"[]"	"[]"	"[P05231]"	"0.19935"	"10"	""	""	"3"	""	""	"1.0"	"IL6"	"2004"	"1995"
"0.8695652173913043"	""	"30252542"	"[]"	"[disease of anatomical entity (7)]"	"[Abnormality of the respiratory system (02086)]"	"[Pathological Conditions, Signs and Symptoms (C23), Respiratory Tract Diseases (C08)]"	"[Disease or Syndrome (T047)]"	"Chronic Obstructive Airway Disease"	"[disease]"	"C0024117"	"[MESH_D029424, ICD10_J44.9, NCI_C3199, OMIM_606963, HPO_HP:0006510, DO_3083, MONDO_0005002, EFO_0000341, UMLS_C0024117]"	""	""	""	""	"1.0"	"0.232"	"[ENSG00000136244]"	"3569"	"protein-coding"	"[]"	"[]"	"[P05231]"	"0.19935"	"88"	""	""	"3"	""	""	"1.0"	"IL6"	"2019"	"2017"
"0.888"	""	"25022627"	"[]"	"[disease of anatomical entity (7)]"	"[Abnormality of the cardiovascular system (01626)]"	"[Cardiovascular Diseases (C14)]"	"[Disease or Syndrome (T047)]"	"Heart failure"	"[disease]"	"C0018801"	"[ICD10_I50, ICD10_I50.9, NCI_C50577, MESH_D006333, ICD9CM_428.9, HPO_HP:0001635, ICD9CM_428, DO_6000, MONDO_0005252, MONDO_0005009, EFO_0000373, EFO_0003144, UMLS_C0018801]"	""	""	""	""	"1.0"	"0.232"	"[ENSG00000136244]"	"3569"	"protein-coding"	"[]"	"[]"	"[P05231]"	"0.19935"	"84"	""	""	"2"	""	""	"1.0"	"IL6"	"2005"	"2004"
"0.8910741301059002"	""	"35308286"	"[]"	"[disease of metabolism (0014667)]"	"[Growth abnormality (01507)]"	"[Pathological Conditions, Signs and Symptoms (C23), Nutritional and Metabolic Diseases (C18)]"	"[Disease or Syndrome (T047)]"	"Obesity"	"[disease]"	"C0028754"	"[ICD10_E66, MESH_D009765, ICD10_E66.9, OMIM_601665, ICD9CM_278.00, HPO_HP:0001513, NCI_C159658, NCI_C3283, DO_9970, MONDO_0011122, MONDO_0019182, EFO_0001073, UMLS_C0028754]"	""	""	""	""	"1.0"	"0.232"	"[ENSG00000136244]"	"3569"	"protein-coding"	"[]"	"[]"	"[P05231]"	"0.19935"	"187"	""	""	"2"	""	""	"1.0"	"IL6"	"2013"	"2010"
